	log2fc	bh_corrected
VPS4	-0.045523429	0.787344983
HOS3	0.028931044	0.787746348
ACT1	0.030091666	0.787791701
LHP1	-0.063303493	0.78883946
PMT5	0.153113857	0.788646964
LCL2	-0.330759396	0.788884871
HSE1	0.053280814	0.788751778
ACF4	-0.041751451	0.789647583
RPA12	-0.129682444	0.789585046
YOR283W	0.039945501	0.789480474
PMU1	-0.039747423	0.789461142
TRS23	0.036511038	0.791337032
BUL1	0.04481785	0.792056547
INP53	-0.027186297	0.793275731
RRP14	-0.133072658	0.793259681
DCW1	0.158309819	0.793777679
NSA1	-0.041048098	0.793604226
GRX5	-0.061967531	0.793593009
SUN4	0.354478908	0.793663486
YGL242C	0.139895638	0.794502683
IMP3	-0.038742669	0.794538419
LEM3	0.03600825	0.794938633
MEU1	-0.025511669	0.795228713
DRE2	-0.052668512	0.796107144
HAP2	-0.076423034	0.795965415
VPS9	-0.013915801	0.796088134
KIN28	0.02531522	0.79592477
YTM1	-0.061759833	0.796203954
TIM50	-0.057709752	0.796595548
FAP7	-0.024934227	0.796982779
DAS2	0.072638145	0.796900037
SSF2	0.035572277	0.796959887
RPN9	0.030411699	0.796960978
STE20	0.033607596	0.796798228
AIM2	-0.076400892	0.796884157
MDS3	0.024804134	0.79692142
FMP10	0.027475869	0.797036151
CLA4	0.08010239	0.796957271
MGR3	-0.094546386	0.797069415
CSE1	0.041994423	0.797997779
YKL069W	0.223118728	0.797988244
YJR011C	0.04676728	0.798060167
ERP6	0.044724575	0.798394906
YLR143W	0.084699712	0.799195769
SRB2	0.026773461	0.799092501
RPP1A	-0.194441225	0.798960472
PTC3	-0.092101944	0.799781648
WHI3	0.073965262	0.800200115
TMA16	-0.095581864	0.800453674
RAD16	-0.033813684	0.800374539
TPO5	-0.043034405	0.800504274
BST1	0.063582347	0.800311333
RXT3	0.03290764	0.800229615
SAS2	0.107232191	0.80012065
RAD23	0.077693585	0.800079107
SEC9	-0.038942312	0.799900147
ELF1	-0.273841046	0.801971809
CNB1	0.073804542	0.804057939
RPT4	-0.043200725	0.803974467
YRA1	0.033000324	0.803839726
TRP2	0.012464115	0.804740491
GIM3	-0.0754322	0.805258668
NBA1	-0.100170041	0.805329575
GLO2	-0.042212262	0.806085944
SVP26	0.067496479	0.80732169
YGR169C-A	-0.105307502	0.807259859
SFT1	-0.088627725	0.807707305
GCN3	-0.040855622	0.808409371
ATG32	0.055901964	0.808625133
UTP9	0.040763002	0.809557009
SQS1	0.023551517	0.8099301
RRT8	0.078157067	0.810462862
FPR2	-0.210995299	0.81049621
SAY1	0.033741139	0.810661649
DID4	0.041673722	0.811772584
PNC1	0.027643053	0.811740492
GLK1	0.080651341	0.812534417
PPM1	-0.075335509	0.812721201
KAE1	0.069117357	0.813119496
DPH2	-0.028750399	0.813620497
CBF5	-0.039607433	0.816137493
MRD1	0.037174497	0.815972925
UTP18	0.058251274	0.816729833
IKI3	0.024611306	0.816601568
GAD1	-0.038412469	0.817478873
SPT21	0.057839595	0.81733652
UTP5	-0.034486662	0.817781398
YRB2	-0.049831229	0.819034307
YSA1	-0.025733932	0.819861172
MYO5	0.043575984	0.820644291
SKG1	-0.024450274	0.822003152
SLP1	0.172509123	0.82219536
RPB3	0.13069821	0.822872583
SPT2	0.046006215	0.822733527
NCA2	0.014633011	0.823263016
EIS1	0.037861578	0.823309367
VAN1	-0.028280353	0.824025308
SSN8	0.074959686	0.824365782
PIN2	0.044309675	0.825380873
PRR1	-0.096129991	0.825928345
YPL247C	-0.021002564	0.82576208
HCR1	-0.063757181	0.825648211
ERG5	-0.061257329	0.82580219
ARF3	-0.034998941	0.826880859
CTI6	-0.037859601	0.827038287
DNF2	-0.017016016	0.826917124
IGO2	0.01034682	0.826809837
HPA3	0.027930113	0.826771917
RNH1	-0.036894185	0.826655504
PTP1	0.033013647	0.826924476
MKK1	0.059135179	0.827740252
YNR021W	0.046067759	0.827552285
VBA1	0.019785091	0.827678266
CUS2	0.077222507	0.8281151
MOT3	-0.031665154	0.828046745
MSC3	0.037673197	0.82807343
MED1	0.037856103	0.828771701
POL1	0.015662075	0.829156847
YPR147C	-0.072410768	0.829109782
YCR043C	0.038414948	0.830893784
SLU7	-0.038459806	0.83105299
BFR2	0.080189216	0.831049084
SPC42	0.024784859	0.831019832
VPS5	-0.020605024	0.830846097
NIF3	-0.022917257	0.83192482
RPN7	-0.03624612	0.832460621
SCM3	0.039338855	0.83329876
SSN3	-0.048215599	0.834227422
IRA1	0.014664635	0.834031377
SNF1	-0.011692195	0.833883985
UBP9	0.028004814	0.833858568
YGR015C	0.072341715	0.834906138
COG7	0.034234157	0.835032487
APM4	-0.012292621	0.83490288
ABZ2	0.077415457	0.83474938
PAC1	-0.069492364	0.834939428
DHH1	-0.077090451	0.834895527
GIP4	0.040795751	0.835167757
CKA1	0.052040783	0.83571904
THI13	0.037739722	0.835735254
EGD1	0.087239815	0.837182485
CLP1	0.063875266	0.837125821
YAL044W-A	-0.102137309	0.837191163
GCD14	-0.044269302	0.837832853
CSL4	0.043148626	0.838391639
SBH2	0.0242769	0.839100602
GGA1	0.038708126	0.839909648
RRN10	-0.05767793	0.83988967
RME1	0.053469734	0.839726705
PSF1	-0.037161119	0.840267805
NNF1	0.063094173	0.840107246
SEN2	0.074663841	0.840700454
TFG2	-0.03212522	0.841280088
YGL159W	-0.044568884	0.84109023
YPL041C	-0.04514417	0.841195173
TAF9	-0.036728847	0.842225071
IES3	0.029740312	0.842816941
CDC25	0.038466514	0.843188845
YJR141W	0.198324862	0.842999805
SEC13	-0.028346471	0.845635106
SSF1	-0.030998658	0.845735212
RPP1B	-0.095306822	0.847313068
YDR348C	-0.042292039	0.847155189
EFG1	-0.041480818	0.847284215
GCV2	-0.029001093	0.847359459
TAF14	0.029658058	0.847734056
RPC25	-0.040488819	0.847614545
AGE2	0.012563052	0.847730419
ROT1	-0.263330873	0.847543046
SHE2	-0.058690793	0.848422024
CIN5	-0.141164722	0.849260297
KES1	0.029695554	0.850126034
MUP1	-0.044481193	0.850143112
TSA1	0.09027258	0.850219909
RPN12	-0.013476033	0.851032818
MUD1	0.027061617	0.85169344
YML079W	0.046759002	0.85183796
FMP41	-0.031515002	0.852398006
RPA14	0.018905672	0.852503082
PCF11	-0.035021601	0.85240045
IMP2'	-0.074228388	0.853223916
TEL1	0.194059933	0.853101108
TUB3	-0.057369047	0.853616235
NTG2	0.103491328	0.854275296
NOP53	0.046339738	0.854579109
CKB1	-0.142588841	0.854460008
FAP1	0.174968609	0.855345578
ERO1	0.027168013	0.855425189
SAW1	0.070801309	0.855373094
PRE4	-0.019468887	0.855825958
SSA2	0.065802092	0.855730827
PFA3	-0.142000575	0.855847395
ARP9	0.037290536	0.85585075
YIF1	0.023689707	0.857556982
NOP7	0.018577464	0.858259335
YMR221C	-0.016198368	0.860454915
YLL032C	0.047172381	0.861136197
ECT1	0.061365884	0.861279493
MEX67	0.025762067	0.861108913
SMD3	0.050943219	0.861005645
SRP1	0.045348943	0.861211919
CDC42	-0.080731774	0.861679284
ALY2	0.027779608	0.861817554
RGA1	-0.034518074	0.861691333
SRM1	0.046235082	0.862557463
CTF8	-0.029375605	0.862408325
VPS72	-0.043436063	0.862619092
PUT3	0.1524824	0.86318423
YGR026W	-0.076343969	0.863246387
HSP26	-0.098639546	0.864299202
DBP9	0.017719482	0.865138848
TRP1	0.076687221	0.866275349
CBS1	-0.01169423	0.866512995
RSC1	0.02560931	0.866475661
YMR027W	0.030886891	0.867314846
DOS2	0.033626048	0.867632539
RTG1	0.026894626	0.867645573
YJR124C	-0.048737581	0.868273835
RCN2	0.017227971	0.868077163
GPX1	-0.074522727	0.868839466
YOL073C	-0.03971087	0.86871695
URE2	0.018659581	0.868513963
PAF1	0.034021709	0.868601105
TSC13	-0.060627115	0.86888775
DUG2	-0.017827164	0.869280475
NAN1	0.017111199	0.86972157
PEP12	0.033861487	0.869543612
BUD21	0.033781701	0.86937658
ERT1	-0.058989045	0.869945003
CAF20	-0.059357076	0.870325356
ASN2	-0.089391733	0.870358216
FIP1	0.02286955	0.870491982
BSD2	-0.028723422	0.870928692
BUD3	0.020147214	0.870774305
YLR224W	0.104080712	0.871181233
AVO2	0.043201347	0.870979362
SPE2	-0.061423245	0.871524308
TFB5	-0.048239012	0.871521178
AFG2	-0.0334687	0.871429182
RVS167	-0.026717203	0.871465002
YBR126W-A	0.091518967	0.87143883
DPS1	-0.072046435	0.871644148
MYO1	0.02011167	0.872135033
WHI2	0.016541965	0.872086472
YLR455W	-0.035067145	0.872097741
DPB3	-0.024848912	0.872196723
DOT5	0.040878864	0.871997514
SER2	0.087774868	0.872083625
RPC19	0.059431593	0.871929325
UBC4	-0.064753909	0.873075637
MLC1	-0.027681157	0.872875477
ATG8	0.059105108	0.875455686
FUN30	-0.021231734	0.875253747
RKM4	0.012539836	0.875225118
NUP82	0.013458804	0.875569267
YCR090C	0.058806547	0.875728562
TOS3	0.089492213	0.875782294
YGR283C	-0.030783335	0.876546175
ANT1	-0.012825953	0.876595016
MYO4	-0.015150416	0.876538825
AIP1	-0.055136977	0.877013487
MGT1	-0.166572909	0.877032092
FIR1	0.031658211	0.877389698
SSH1	0.039322204	0.877579551
DIG1	-0.016118375	0.877410625
DNF3	0.02045412	0.877943618
LRP1	0.036777996	0.877738237
UBC9	-0.051427957	0.877568141
YMR187C	0.063441177	0.881536841
RPB4	0.035706582	0.882267972
MSS4	-0.021280597	0.882307654
MSL5	-0.013599546	0.883551846
HMF1	0.094256237	0.883612997
RNA14	-0.026277869	0.883804384
YRM1	0.161730406	0.883629208
NHP10	-0.058492758	0.884676687
ALG11	0.027821422	0.885103619
RET1	0.023819463	0.885446315
FMO1	0.023510771	0.885384418
SKG3	0.012822342	0.885185294
FYV8	0.029466237	0.885515982
TRM12	-0.067817427	0.885394828
ECM29	-0.012444243	0.885240071
RRP15	0.041404201	0.885530563
FAT1	-0.017382463	0.885447325
STE18	0.020046279	0.88563037
GID8	0.020321141	0.886315813
SLY1	-0.021295862	0.886885286
FLC2	-0.028072006	0.886706111
GOS1	0.008748597	0.886603316
TUM1	0.014304041	0.88724339
KAP122	0.042917439	0.88951771
YDL012C	-0.027023794	0.889691944
TRR1	0.031010972	0.889702264
RPS9A	-0.121811374	0.891279624
MAK16	-0.023545426	0.8914039
YEA4	0.172032198	0.891613688
VMA16	-0.051079451	0.891590426
APM3	0.032707398	0.891623406
UTR2	-0.032487798	0.892088803
SRP21	0.057972822	0.892430373
PUP2	-0.023964313	0.892672216
BXI1	0.071221136	0.892557349
CDC36	-0.033751662	0.892852465
KOG1	0.016427193	0.893104692
KCC4	0.024293827	0.892919941
HPC2	0.028173504	0.892719975
CAP2	0.009281819	0.892563946
STE4	-0.039589006	0.893111859
SAP4	0.015270826	0.892923662
RUP1	0.056794128	0.892737402
SPP1	-0.093011236	0.894565868
DDP1	0.022506958	0.894563589
YBR137W	-0.079270493	0.89493932
UPF3	0.031117032	0.895143634
ARC40	0.037311784	0.895440562
ERV2	-0.076571368	0.895679891
KAP104	0.0188703	0.895571389
GLE2	0.042849724	0.895435419
NCS6	0.045073662	0.896082175
SWA2	-0.02067942	0.896097992
ILV5	0.063502779	0.896125087
RPB9	-0.049512525	0.896328071
CIC1	-0.028628398	0.896397337
ORC4	0.010979902	0.896211275
NGL2	-0.022412739	0.89653241
MPD1	-0.016495963	0.896605111
PPH21	-0.097718792	0.896426676
TAF10	0.035583011	0.896452676
HTA2	-0.13685374	0.896968239
SEC17	-0.016699079	0.896921396
CDC16	-0.020520271	0.896811247
MTR10	0.014919729	0.89677174
NTF2	-0.081893046	0.896660187
GLC7	-0.082129486	0.896957597
YEH2	-0.030821951	0.898331641
DPB11	-0.050455309	0.899386145
CCC1	0.023466118	0.900719676
BCY1	-0.00824335	0.900526484
REX3	-0.039002744	0.900408212
NUP133	0.019661051	0.900401433
BIT61	0.014019075	0.900583377
JLP2	0.054856417	0.901612559
VPS17	0.009782263	0.901713767
SGF11	0.054042012	0.902479805
YMD8	0.062261755	0.903170204
MID1	0.160158257	0.903270033
RCR2	-0.024952098	0.903631055
CBK1	-0.013495787	0.904307121
INM1	0.063367396	0.904314319
YPR109W	0.01817728	0.904172949
SNC1	-0.072222698	0.904774009
SMX2	-0.024281871	0.904662849
VMA6	0.044766139	0.905738568
YAR010C	0.041423391	0.905695423
SKI2	-0.015464103	0.906583191
MDJ1	0.027417964	0.90760746
GLC8	-0.033813809	0.907802337
YBL086C	0.051039406	0.90763111
YVC1	-0.067709189	0.907548931
CPR4	-0.032707874	0.907981637
ORM2	0.025016295	0.908051478
RPN6	0.017435101	0.908762619
MED8	0.031197947	0.908566026
YPS7	0.022602878	0.908537585
RPL40A	0.01730042	0.90865412
ARP3	-0.015247178	0.910407608
YOR021C	-0.020696852	0.910476748
RMD1	0.017450001	0.910396853
YNL193W	0.015518018	0.910441122
SUI2	-0.012255876	0.910417748
RRP46	-0.046829807	0.910603001
RPF2	-0.025900359	0.910807841
FRA2	-0.127900773	0.911521531
BUL2	-0.013511629	0.913331006
SUR4	0.025249451	0.913443658
SNT309	0.027617796	0.913394056
BNI4	0.017056082	0.913340281
LAS21	0.017002629	0.91348271
STB4	0.033971816	0.913618965
TRM7	-0.028133778	0.913958017
IPP1	-0.087193378	0.914465928
VPS74	-0.012214271	0.914523245
YHR127W	-0.021981611	0.914715214
YOP1	-0.019199247	0.914821794
PBS2	-0.01753538	0.914653749
PRP43	0.007564804	0.914504574
FCP1	-0.012158487	0.914864286
CDC37	0.020098647	0.915179966
NAT4	0.039217227	0.915897982
MAK5	-0.01183433	0.916475281
VTS1	0.028790711	0.916987818
AAP1	0.017083101	0.917261509
BYE1	-0.013308167	0.918271568
TUP1	-0.016335724	0.918604145
EBP2	-0.026383704	0.918400983
PMI40	-0.028716225	0.919951105
YKT6	0.00874698	0.91987893
SQT1	-0.092169061	0.919825588
MEF1	0.023489478	0.921320535
YOL019W	-0.02278329	0.921534015
VPS25	0.072471034	0.921484581
PRO3	0.034648056	0.921722922
ACN9	-0.075938858	0.921578805
DAM1	0.021773853	0.922000744
ARL1	-0.019664661	0.92189308
SAP185	0.010215748	0.922410504
HHT1	0.044486953	0.922320369
RFA1	0.018609946	0.922121592
BRX1	0.020527434	0.922702433
RFC2	-0.007874449	0.924344981
PHO2	-0.012355868	0.924307571
LEA1	0.021256249	0.92451305
AIM7	-0.041151828	0.925595261
PMT2	0.018723143	0.925414615
NUP60	-0.028200579	0.925231572
NPL6	-0.025215257	0.925565624
RSC8	0.011155311	0.925905797
CSH1	0.012912464	0.92621854
YGR001C	-0.03329944	0.926906817
YDR089W	0.008571927	0.927108194
KRE9	0.020908118	0.927111872
YTH1	-0.110637327	0.927295347
RAD54	0.022640983	0.927256513
SEC72	0.014675533	0.927339541
RPC17	-0.027530933	0.928196453
DJP1	-0.014434857	0.928732048
UBX7	-0.03276631	0.929052189
VAM3	0.015500469	0.929485046
CIN8	0.019068599	0.930523528
SCD5	0.025171095	0.931590872
IDI1	0.023504925	0.93271564
SAS10	-0.025968745	0.932729357
YGL108C	0.043002124	0.932615338
PUP3	0.041956286	0.932709572
BRR1	-0.021254642	0.932862611
DSE1	0.029357327	0.932652456
DOM34	-0.022270739	0.932457431
YLH47	-0.016136243	0.933719207
MNR2	0.017050114	0.934395709
TRX2	0.072788542	0.934227289
GIM4	0.030174635	0.935541632
HOL1	0.033476464	0.935381927
SLX8	-0.012286589	0.935503976
TRS31	-0.013592683	0.935486185
RAD5	-0.01193506	0.935573318
GIS3	-0.013917978	0.93715479
SEN54	0.013902517	0.937056576
EAF3	0.016041035	0.936886948
PFD1	0.018850222	0.936747878
CMC4	0.118742425	0.937293961
YKL105C	-0.016326991	0.93788423
YBR096W	0.037233455	0.937851427
YMR099C	0.011223575	0.937789372
TEC1	-0.014882619	0.938382049
KTI11	-0.026946278	0.93919983
RIM11	-0.013099151	0.939497584
ERP3	-0.039880673	0.939507854
TRM112	-0.0757991	0.939989558
DBF2	0.012079457	0.940025055
NAB2	0.032639107	0.939926167
DST1	-0.024196693	0.941136648
CDH1	0.027122219	0.942371184
SEC14	-0.026477931	0.942318578
GRE3	0.007552636	0.942245917
YTA6	0.013610688	0.942215828
MMS4	0.042882327	0.942359358
OSH7	0.013378642	0.942358706
IST1	-0.073932921	0.942398885
SRV2	-0.015141331	0.94247018
YDJ1	0.004640472	0.945215865
BSC6	-0.013299308	0.945206386
SET1	-0.007511726	0.94543844
NDE2	-0.010393597	0.945806539
VHS2	0.012879493	0.945780546
GEM1	0.048722784	0.946086049
LSM7	-0.017000488	0.946134904
YIL156W-B	-0.088946468	0.946617332
PTM1	-0.036788855	0.946884136
RPE1	-0.03964929	0.946721841
PHM7	-0.024924037	0.946574389
MRL1	-0.056096809	0.946694175
RPC10	-0.019703193	0.946641129
YBR138C	-0.0129867	0.946753912
ERB1	0.006601345	0.946774941
PDX1	-0.019718739	0.946844967
BOI1	0.009468417	0.947575871
RPT3	0.006315533	0.94754317
CIN4	-0.071159	0.947436172
OTU2	0.014590697	0.947531744
YJR029W	0.015186884	0.94802371
SSA1	-0.043817522	0.948244501
TIF11	-0.028911662	0.948102509
RVB1	0.004156999	0.947941701
RET2	0.017376902	0.947886952
MET18	0.012891545	0.947681096
YGR125W	0.010504024	0.94788736
SEC31	0.005926885	0.947701625
VPS13	-0.004540806	0.947758319
KEX2	-0.021627328	0.949226105
FLX1	-0.076009347	0.949097223
MSA2	0.020839823	0.949839027
IES5	-0.027813309	0.949766243
SSP120	-0.011635572	0.949700553
CAF40	0.015866807	0.949538428
ARF1	0.020801457	0.949538229
RHO4	0.016937956	0.950021313
NMD3	-0.006086033	0.94994965
TMA17	0.008813112	0.950110012
RMI1	-0.033141796	0.950476406
UFO1	-0.01471997	0.950351539
MAG2	-0.011266041	0.951349268
MED4	0.051612683	0.951392829
PEX7	-0.011196373	0.951818694
INP54	0.05736606	0.951769872
SEH1	-0.028538661	0.951713589
TOM20	0.012688448	0.951727759
PAN3	-0.007594751	0.951952644
SPN1	-0.012850441	0.951927759
LSB5	-0.008325406	0.951892052
PPH3	0.034407364	0.951991559
UTP15	0.011077943	0.952310167
ARC19	-0.016764776	0.952609073
SNN1	0.010876217	0.952925331
CCW14	0.096601248	0.952932227
GCD6	0.031595939	0.953191131
MDJ2	-0.009367666	0.953654981
RPT5	0.017152068	0.95401534
PRE5	0.011059069	0.953879735
RBS1	-0.013565623	0.953987598
CKA2	0.007158501	0.953809607
ASM4	0.006496211	0.953845875
YNL035C	-0.010945013	0.953684708
CWC15	0.008374892	0.953652795
RTR1	-0.017575281	0.953467357
BEM2	0.006859905	0.953282696
GIS2	0.071501502	0.953642789
GSP1	-0.034300362	0.954335707
RTT10	-0.014713192	0.954173643
AVT1	-0.007113324	0.954376817
YIP5	0.012476045	0.954304901
ERV41	0.014711923	0.954820887
BET1	-0.012728969	0.955548554
MTC2	0.018940618	0.955564304
TFG1	0.007958301	0.955992798
NPY1	0.012579725	0.956010001
SCL1	-0.0148045	0.956476201
YGR237C	-0.009879532	0.957403991
TRM9	-0.013704097	0.957454294
LOT5	0.021070449	0.957732903
YDR061W	-0.016305148	0.957660657
BNA5	-0.011242397	0.957456954
AIM21	-0.005557463	0.957259944
YKL027W	-0.006163609	0.958569683
IMP4	-0.006349131	0.958980309
PML1	0.034304373	0.959389747
ARC18	-0.005132896	0.959319873
YGR111W	-0.009541076	0.96040797
FSH2	0.010363734	0.960690696
NOP15	0.015568477	0.961212496
SYC1	0.008649302	0.961650378
STE50	0.011883578	0.961732777
RFC5	0.014330036	0.961763631
CAM1	0.01247628	0.961705113
OYE2	-0.016090776	0.961638908
MMS2	0.0183785	0.962136717
BUD16	-0.04073527	0.961933079
VPH2	-0.015440282	0.963082462
YOR385W	0.033814116	0.963623667
LOC1	-0.006161092	0.964029166
MNN5	-0.005242513	0.963916521
NHX1	-0.0097264	0.963728548
TMA20	0.011639651	0.963621715
PRE10	-0.008026657	0.964107926
TRM3	-0.006831486	0.963947798
BCP1	0.006790937	0.965842278
IRC22	0.013884861	0.967089079
ZDS1	-0.009072966	0.966895
RPC11	-0.057626578	0.966878926
ERG10	0.012293997	0.967151389
COX17	-0.017119707	0.967250335
YBL055C	-0.006629449	0.967432372
PFS2	-0.004229033	0.967874915
RPB7	0.006707245	0.967926453
CDC15	-0.004831429	0.967752144
LHS1	0.007427964	0.967542895
SWC7	0.006574667	0.968037633
YOL092W	0.007313752	0.967842423
RNA15	0.010898231	0.968213039
LDB17	-0.002719105	0.968709371
SMD2	0.008028873	0.968695192
HSC82	-0.016486538	0.968510678
APC4	0.018804624	0.96830116
YHC1	0.057799344	0.968141801
PPZ2	0.013581526	0.968001115
AIM29	-0.012423009	0.968891964
PAM18	0.006832478	0.968906042
TDA2	-0.015935026	0.968770773
DET1	0.003948687	0.96857304
EFM1	0.006507689	0.969158412
RTT102	0.005369388	0.969127931
PGD1	0.004417963	0.969073559
HIS6	-0.018572996	0.969505596
GCD10	-0.006659079	0.969421669
COG1	0.006030211	0.969571689
YHR097C	-0.00351701	0.969587009
PAN2	0.00639749	0.970468236
MUK1	0.006923878	0.970693268
SUA7	-0.037024341	0.970493098
SCJ1	0.004411243	0.970961733
YAP1	-0.005574766	0.970841976
CPR6	-0.01197316	0.970829701
SSD1	-0.00281673	0.970758606
ISN1	-0.006200879	0.971652406
MAP2	0.005211423	0.972293102
SED5	0.006800065	0.972313082
CUP2	-0.044809654	0.972261097
CHL1	0.018924511	0.972134821
STE12	0.003500531	0.973225804
NUP159	0.005098104	0.973264553
INO4	0.008054487	0.97354505
RNQ1	-0.010452871	0.973630897
PEP7	-0.003286343	0.973446525
VMS1	-0.004356261	0.973337803
SBH1	-0.012028878	0.97316225
BUD14	-0.00651785	0.973046271
PSK1	-0.003095066	0.97412376
FCF2	-0.006522601	0.973915207
PAC10	0.010390677	0.974894182
SSZ1	0.003020071	0.975101774
VPS35	0.003137688	0.976250248
ELP2	-0.002575853	0.976222739
YPK9	-0.014983951	0.976029424
ASK1	-0.026373431	0.976471926
YJL193W	-0.002482908	0.976805997
RFX1	-0.00374167	0.978179935
AIR2	0.005341935	0.978784843
PEX25	0.005899636	0.978997703
PSF3	0.011028194	0.979548977
THS1	-0.002607954	0.979601275
CAR1	-0.004584823	0.981148175
COA1	0.005496017	0.981529463
CDC21	0.00422776	0.981597163
SEC22	0.005542523	0.981997831
PTK2	-0.004081995	0.98394042
RPT1	0.002835532	0.984484661
MXR2	-0.016138588	0.984282275
RRF1	0.001834386	0.984830828
GTS1	0.00255776	0.985475525
RTN1	-0.005320766	0.985296694
RDS2	0.002380371	0.985331431
HPM1	0.004684633	0.985494308
EGD2	0.007762095	0.985601859
CAB5	-0.002680694	0.985899581
UGO1	-0.002173863	0.985704087
HIF1	-0.013068261	0.98603578
YCR023C	-0.002412518	0.987651919
APD1	-0.010252801	0.98791074
DIG2	0.015576707	0.987796775
HRR25	-0.004431208	0.988148558
YMR086W	0.00103318	0.988349282
NAT3	-0.014814173	0.988193771
DCN1	0.006179794	0.988215712
SUB2	-0.001462666	0.988589874
DYS1	0.006159637	0.988383554
SRB6	0.011280335	0.989197644
CDS1	0.003357555	0.989082466
RDS3	-0.014039333	0.989839098
CPR1	0.005038843	0.990334399
MTR2	-0.003771817	0.990351708
ITT1	0.015552602	0.990164048
ATG27	0.010168263	0.990287862
CEP3	-0.00126788	0.990385899
UTP30	-0.005283033	0.990405405
YBR285W	0.003331472	0.990268262
RPL15B	-0.019638524	0.990800695
UBA3	-0.015047318	0.991306796
FPK1	0.003373235	0.991347535
LSP1	-0.004534142	0.991237083
MEH1	0.004668556	0.991530774
UBP2	0.0019489	0.992075258
SXM1	0.003079979	0.991875147
IPL1	-0.00189063	0.99202884
PAP1	0.002063854	0.991892049
RUD3	-0.002035931	0.992834218
HHF1	-0.004715215	0.992997542
IZH2	-0.001767328	0.993260537
GPB1	0.003101057	0.993370197
AXL2	0.001753142	0.993427039
REX4	-0.000573346	0.993235474
HRD1	0.003107874	0.99419526
CDC48	-0.001089536	0.994052153
CSM1	-0.001541611	0.993922996
FMP30	0.002109622	0.9942232
CDC26	-0.00150748	0.994355221
STE7	-0.001762187	0.994454394
HIR2	0.000752868	0.994508992
JIP4	0.001401551	0.9945404
TYW3	0.000468538	0.994580923
SIT4	0.002813863	0.995377399
CAC2	-0.002987482	0.995387681
TFB2	-0.000569301	0.995700175
SUR7	0.002194611	0.997869664
URK1	-0.000857321	0.99822168
FSH3	-0.000400673	0.998165131
VMA8	0.000514933	0.998776896
VFA1	0.000355035	0.998766953
YOL057W	-0.000248303	0.998662543
HRP1	-0.000588908	0.998501396
SYN8	-0.000872817	0.99944686
PRE6	-0.000419653	0.999599203
ATG22	0.000625539	0.99957094
VPS75	-9.49013E-05	0.999494554
RFS1	-1.80016E-05	1
SPC29	-5.15602E-06	0.999964985
